id,ten_dia_diem,mo_ta,loai_dia_diem,khu_vuc,dia_chi,tu_khoa,thoi_gian_hoat_dong,gia_ve,danh_gia,hinh_anh,Latitude,Longitude
836,Công viên Tân Phước,タンビン区で最も古い公園の一つで、週末に地元住民が運動や遊びを楽しむ場所です。周辺には手頃な価格のスナック屋台があり、楽しい体験を提供します。,公園、自然、散策,タンビン区,9A1 グエンティニョ通り、9区、タンビン区、ホーチミン市,公園、自然、散策,0:00 - 24:00,無料,4.1,http://www.thtg.vn/wp-content/uploads/2019/08/vlcsnap-2019-08-28-08h47m15s484.jpg,10.7746157,106.6530185
837,Bảo Tàng Không Quân Phía Nam,ホーチミン市の喧騒の中で平和な空間を提供し、遠い戦争の時代を振り返り、民族の偉大な戦功を記念します。,遺跡、歴史,タンビン区,87 タンロン通り、4区、タンビン区、ホーチミン市,歴史,7:30 - 15:30,無料,4.1,https://static.vinwonders.com/production/bao-tang-phong-khong-khong-quan-top-banner.jpg,10.805263,106.6606578
838,Vincom Plaza Cộng Hoà,快適さを追求した新しい基準で設計されたショッピングモールで、グルメやエンターテイメントのニーズに応える一流の目的地です。,ショッピングモール、ショッピング、エンターテイメント,タンビン区,17 コンホア通り、4区、タンビン区、ホーチミン市,エンターテイメント、ショッピング,8:00 - 22:00,無料,4,https://top10tphcm.com/wp-content/uploads/2023/11/vincom-plaza-cong-hoa.jpg,10.8006026,106.6582188
839,Bảo tàng Lực lượng Vũ trang Miền Đông Nam Bộ,貴重な軍事装備や資料が収蔵されており、抵抗戦争に役立ったアイテムが展示されています。民族の偉大な歴史を学ぶ興味深い場所です。,歴史、戦争,タンビン区,247 ホアンヴァントゥ通り、1区、タンビン区、ホーチミン市,歴史、遺跡,7:00 - 16:30,無料,4.1,https://ongvove.com/uploads/0005/5428/2024/12/06/cac-hien-vat-noi-bat-tai-bao-tang-luc-luong-vu-trang-mien-dong-nam-bo-ongvove.jpg,10.8000048,106.6661782
840,Kimbap Hoàng tử,若者に人気のキンパなど多くの料理があり、手頃な価格が特徴です。美しい装飾の空間は写真撮影に適しています。,グルメ,タンビン区,337/2 レーヴァンシー通り、1区、タンビン区、ホーチミン市,キンパ、飲食、若者,10:00 - 22:00,"30,000 - 80,000 VNĐ",4.3,https://toplist.vn/images/800px/kimbap-hoang-tu-328323.jpg,10.7931655,106.6660782
841,Moon Fast Food,韓国料理愛好者を満足させる店で、韓国料理からベトナム料理まで多様なメニューが手頃な価格で提供され、家族連れに適しています。,グルメ,タンビン区,53 スアンホン通り、4区、タンビン区、ホーチミン市,韓国料理、飲食、家族,9:00 - 21:00,"35,000 - 100,000 VNĐ",4.2,https://list.vn/images/800px/moon-fast-food-1273216.jpg,10.7964859,106.6476463
842,Mì gà quay San San,広々とした快適な空間で、多様な料理が提供され、特に美味しいローストチキンの麺が多くの客を引きつけます。,グルメ,タンビン区,1235 ホアンサ通り、5区、タンビン区、ホーチミン市,ローストチキンの麺、飲食、特産品,8:00 - 22:00,"40,000 - 90,000 VNĐ",4.4,https://tripzone.vn/uploads/202104/14/08/121630-mi--ga--quay-san-san---ngu--n-fb.luu-anh-khoa--.jpg,10.7965163,106.688465
843,Cháo sườn Ông Tạ,タンビン区で最高の選択肢の一つで、濃厚で熱々の粥に豊富なトッピングが付き、手頃な価格が特徴です。,グルメ,タンビン区,402 ファムヴァンハイ通り、5区、タンビン区、ホーチミン市,リブ粥、朝食、特産品,6:00 - 11:00,"25,000 - 45,000 VNĐ",4.5,https://kanawa.vn/wp-content/uploads/2022/06/review-chao-suon-ong-ta.jpg,10.7897551,106.6610082
844,Heart Kitchen,多様で魅力的な料理が手頃な価格で提供され、友達との集まりや週末の食事に適しています。,グルメ,タンビン区,234 ドンデン通り、14区、タンビン区、ホーチミン市,グルメ、集まり、美味しい料理,10:00 - 22:00,"40,000 - 120,000 VNĐ",4.3,https://i.pinimg.com/originals/98/77/0d/98770d651d2be965330eb08500baff1e.jpg,10.7883939,106.6428423
845,AEON MALL Bình Tân,ビンタン区を代表するショッピングとエンターテイメントの中心地で、数百の多様な飲食店、映画館、遊び場などの魅力的なスポットがあります。,ショッピングモール、ショッピング,ビンタン区,1 17A通り、ビンチドンB区、ビンタン区、ホーチミン市,ショッピング、エンターテイメント、遊び場,8:00 - 22:00,"50,000 - 5,000,000 VNĐ",4.6,https://tripzone.vn/uploads/202104/13/04/061049-aeon-mall-bi-nh-t-n---ngu--n-internet--.jpg,10.7427497,106.6119309
846,Công viên Gia Phú,緑豊かで涼しい自然の空間を求める人にとって理想的な場所で、子供の遊び場や家族、友達とのピクニックに適したエリアがあります。,公園、自然、散策,ビンタン区,CN1通り、ソンキー区、ビンタン区、ホーチミン市,自然、公園,24時間,"10,000 - 500,000 VNĐ",4.2,https://global-uploads.webflow.com/60af8c708c6f35480d067652/60d702e6c7f94f2a0c433896_cong-vien-gia-phu.png,10.8063594,106.6077293
847,Chùa Huệ Nghiêm,広大な敷地と多くの緑の木々に囲まれた平和な空間で、心の平穏と静けさを提供します。,寺,ビンタン区,KP2 ドーナンテ通り、アンラックA区、ビンタン区、ホーチミン市,寺、スピリチュアル,24時間,無料,4.7,https://halotravel.vn/wp-content/uploads/2022/01/chua-hue-nghiem-binh-tna-768x498.jpeg,10.8490445,106.7596651
848,Hồ câu Út Phương,田舎の釣りの雰囲気を体験したい男性にとって理想的なエンターテイメントスポットです。釣り大会も開催され、活気と楽しさを加えます。,自然、エンターテイメント,ビンタン区,78B 1番運河、タンタオA区、ビンタン区、ホーチミン市,エンターテイメント、家族、自然,24時間,"50,000 - 300,000 VNĐ",3.8,https://alltop.vn/backend/media/images/posts/1813/Ho_cau_Thanh_That-127164.jpg,10.755154,106.5712774
849,TiniWorld Bình Tân,多様な身体的および知的なゲームがあり、子供たちに喜びをもたらす「パラダイス」です。,遊び場,ビンタン区,1 17A通り、11区、ビンタン区、ホーチミン市,子供、遊び場,10:00 - 21:00,"20,000 - 300,000 VNĐ",4.2,https://khuvuichoi.com/wp-content/uploads/2018/12/tiniworld-parkson-tan-binh-hinh-1.jpg,10.7429025,106.612285
850,King Koi Coffee,生き生きとしたコイの池とユニークなデザインが特徴の美しい遊び場およびリラクゼーションスポットで、創造的で美味しいドリンクを提供します。,カフェ,ビンタン区,118 7番通り、ビンチドンB区、ビンタン区、ホーチミン市,ドリンク、リラクゼーション,8:00 - 22:00,"50,000 - 200,000 VNĐ",4.1,https://static.muanhanh.com/images/user/47/hochiminh/king-koi/62fa659b-ef0b-470e-adca-054eacab8faa.jpeg,10.8464316,106.7985201
851,Chùa Từ Hạnh,忙しい日々の後に心を解放し、穏やかな雰囲気を楽しむための平和な場所です。,寺、スピリチュアル,ビンタン区,574 キンドゥオンウオン通り、アンラック区、ビンタン区、ホーチミン市,スピリチュアル,24時間,無料,4.6,https://lh3.googleusercontent.com/pw/ACtC-3dQyWCvhmcccNX4U86vBeAwW3BR3UbrgAfnORCs3cC2n869RGESGUCRn_LRfKJbv6mzk73wznln8QlKkt261S_ZgeMhCfd1FP92PlEd4fyvYeUp6juwbsAtryW61iRHZdYdGOu7CvD_nQKMD_3X-PtG=w978-h652-no,10.7314979,106.6098408
852,Color Me Center,楽しいゲーム、美味しい料理、魅力的なドリンク、豪華な読書スペースなど、多様な体験を提供します。,レストラン、カフェ、遊び場,ビンタン区,231F アンドゥオンウオン通り、フートゥアン区、ビンタン区、ホーチミン市,エンターテイメント、飲食,6:00 - 22:00,"50,000 - 500,000 VNĐ",4.5,https://i.ytimg.com/vi/J-UPVaD-qCk/oardefault.jpg?sqp=-oaymwEkCJUDENAFSFqQAgHyq4qpAxMIARUAAAAAJQAAyEI9AICiQ3gB&rs=AOn4CLB6k1F9TzQFl1WQP-4Hx5HSqhCgqw,10.7288801,106.6197134
853,Big C An Lạc,ビンタン区最大のショッピングとエンターテイメントの中心地で、高品質な商品、手頃な価格、豊富な美味しい料理のフードコートがあり、家族や友達と楽しむのに最適です。,ショッピングモール,ビンタン区,1231 国道1A、5区、ビンタン区、ホーチミン市,ショッピング、エンターテイメント,8:00 - 22:00,"50,000 - 1,000,000 VNĐ",4.5,https://www.bigc.vn/files/images/store/big-c-anlac.jpg,10.7303369,106.6038563
854,Chợ An Lạc,ビンタン区で最も古く賑やかな市場で、バンクオンや鯉のビーフンなどの独特な料理を楽しむことができます。,市場、ショッピング、グルメ,ビンタン区,357 キンドゥオンウオン通り、アンラック区、ビンタン区、ホーチミン市,市場、ショッピング,24時間,"50,000 - 1,000,000 VNĐ",4,https://maisonoffice.vn/wp-content/uploads/2024/04/8-cho-an-lac-la-mot-trong-nhung-ngoi-cho-lau-doi-tai-tphcm.jpg,10.7420762,106.6199974
855,Bát Bửu Phật Đài - Chùa Thanh Tâm/Chùa Phật Cô Đơn,多くの観光客が訪れ、建築や仏教について学び、日常生活のストレスやプレッシャーから解放される穏やかで慈悲深い空間で宗教活動が行われます。,寺、スピリチュアル,ビンチャン区,22 マイバーフオン通り、レミンスアン区、ビンチャン区、ホーチミン市,寺、穏やか、参拝,5:00 - 21:00,無料,4.5,https://disantrangan.vn/wp-content/uploads/2022/01/chua_phat_co_don_05.jpg,10.7796599,106.5135875
856,NGỘ GARDEN,川と自然に囲まれた涼しく素朴な空間で、キャンプやリラクゼーションに最適な場所です。野菜畑の見学、ビリヤード、像の色塗り、砂絵、釣り、カヌー、サイクリング、カラオケなどの魅力的なアクティビティが開催されます。,遊び場、自然,ビンチャン区,13H ブイヴァンスー通り、2区、ビンチャン区、ホーチミン市,遊び場、庭園、穏やか、新鮮,6:00 - 22:00,"100,000 - 2,000,000 VNĐ",4.9,https://i.pinimg.com/originals/e5/e3/87/e5e387143f60775541b38e47b8fbf40b.jpg,10.8031955,106.7011743
857,Happy Farm - Nông Trại vui vẻ,子供向けの生態遊び場で、溝の魚捕り、稲作、陶芸、雨浴び、猿橋渡りなど、田舎の生活を模倣した楽しいアクティビティがあります。,遊び場、家族、子供、自然,ビンチャン区,16集団通り、ダフオック区、ビンチャン区、ホーチミン市,遊び場、エンターテイメント,8:00 - 22:00,"200,000 - 1,000,000 VNĐ",4.1,https://cdn.asahiluxstay.com/uploads/big/image/asahi/resources/2021/11/05/4bc61-1636099213872.jpg?s=aHR0cHM6Ly9jZG4uYXNhaGlsdXhzdGF5LmNvbS9pbWFnZS9hc2FoaS9yZXNvdXJjZXMvMjAyMS8xMS8wNS80YmM2MS0xNjM2MDk5MjEzODcyLnBuZw==,10.6710293,106.6457733
858,Khu di tích Láng Le Bàu Cò,かつてのサイゴン・チョロン・ザディン地域の人民によるフランス植民地に対する抵抗戦争の拠点で、この壮大な戦争について深く学び、民族の英雄の救国の功績に敬意を表します。,歴史、戦争,ビンチャン区,ランレビャウコー、タンニュット区、ビンチャン区、ホーチミン市,遺跡、歴史、抵抗戦争,24時間,無料,4.2,https://tuonglamphotos.com/wp-content/uploads/2021/09/Lang-Le-Bau-Co-4.jpg,10.7212877,106.536269
859,Làng Ẩm Thực Sinh Thái Bình Xuyên,家族や友達が一緒に休息とリラクゼーションを楽しむための理想的な飲食とエンターテイメントの場所で、涼しく新鮮な空気と美味しい田舎料理が魅力です。,飲食、グルメ,ビンチャン区,17 ファムフン通り、ビンフン区、ビンチャン区、ホーチミン市,飲食、レストラン,9:00 - 21:00,"50,000 - 5,000,000 VNĐ",4.2,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/12_2022/khu-am-thuc-sinh-thai-binh-xuyenf.jpg,10.7312195,106.6731426
860,Khu Ẩm Thực Sinh Thái Câu Cá Giải Trí Xuân Hương,素朴なメコンデルタの料理を楽しみ、4つの大きな釣り池で釣りをし、自分で釣った新鮮な魚を味わうことができます。,自然、グルメ,ビンチャン区,C12/40 ロンヴィン、ビンフン区、ビンチャン区、ホーチミン市,釣り、飲食、自然,8:00 - 22:00,"50,000 - 5,000,000 VNĐ",3.9,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/12_2022/am-thuc-sinh-thai-cau-ca-giai-tri-xuan-huong.jpg,10.7253327,106.6747058
861,Springfield Cottage/Cánh đồng hoa Homestay,新鮮で平和な自然の中に建てられた素朴なホームステイで、自然に溶け込み、自由で気ままな生活を体験できます。個人、親しい友達グループ、恋人たちに最適です。,カフェ、ドリンク,ビンチャン区,487 スオンカー1-2通り、ビンチャン区、ホーチミン市,自然、ドリンク、穏やか,10:00 - 22:00,"200,000 - 3,000,000 VNĐ",4.5,https://kenhhomestay.com/wp-content/uploads/2017/06/canh-dong-hoa-springfield-cottage-sai-gon-tphcm-4.png,10.9201219,106.6830688
862,Chùa Pháp Tạng,自分自身や仏教に戻り、平穏で穏やかな場所を求める人にとって理想的な目的地です。喧騒な生活の悲しみや心配を取り除き、心と遊ぶことができます。,寺、参拝,ビンチャン区,C3/8 レディンチ通り、レミンスアン区、ビンチャン区、ホーチミン市,穏やか、参拝、寺,7:30 - 20:00,無料,4.6,https://zoomtravel.vn/upload/images/chua-phap-tang-0-min.jpg,10.7697935,106.5265499
863,Đảo Thạnh An,カンジオ県に属する島で、サイゴンから約70kmです。観光や美味しいシーフードを楽しむだけでなく、若者に人気の写真撮影スポットでもあります。,ビーチ,カンジオ県,タンアン島、カンジオ県、ホーチミン市,グルメ、ビーチ、写真撮影,6:00 - 18:00,無料,4.4,https://brocanvas.com/wp-content/uploads/2022/06/Bai-da-thuoc-dao-Thanh-An.jpg,10.4203772,106.9591958
864,Khu du lịch sinh thái biển Phương Nam,カンジオのユニークなビーチ生態リゾートで、ホーチミン市から約60kmです。バイクで簡単にアクセスできます。,観光地、ビーチ,カンジオ県,1227/65 ドゥエンハイ通り、ドントラン、ロンホア、カンジオ県、ホーチミン市,観光地、ビーチ、遊び場,8:00 - 20:00,"100,000 VNĐ",4.3,https://travelsgcc.com/wp-content/uploads/2020/01/KDL-phương-nam-cần-giờ.jpg,10.3777764,106.890976
865,Chợ hải sản Hàng Dương,サイゴン最大のシーフード天国で、数え切れないほどの新鮮なシーフードが手頃な価格で提供されます。お土産にシーフードを買うのに最適です。,市場,カンジオ県,タントイ通り、カンタン、カンジオ県、ホーチミン市,ショッピング、シーフード、市場,6:00 - 18:00,無料,4.2,https://focusasiatravel.vn/wp-content/uploads/2021/09/cho-hai-san-hang-duong-can-gio.jpg,10.3869468,106.9193279
866,Bãi biển 30/4,海水浴、遊び、チームビルディング、または自然で素朴な風景と海辺の美味しいシーフード店での写真撮影に理想的な場所です。,ビーチ,カンジオ県,ドゥエンハイ通り、カンタン、カンジオ県、ホーチミン市,海水浴、シーフード、写真撮影,5:30 - 18:00,"10,000 VNĐ",4.1,https://dulichviet.com.vn/images/bandidau/bai-bien-can-gio-1.jpg,10.3856315,106.9214867
867,Đảo Khỉ,カンジオの興味深いスポットで、1000頭以上のサルが自然環境に生息しています。観光客はサルと写真を撮ったり交流したりできます。,自然,カンジオ県,ロンホア区、カンジオ県、ホーチミン市,自然、サル、体験,7:00 - 17:00,"30,000 VNĐ",4,https://letsflytravel.vn/assets/source/dao-khi/kinh-nghiem-du-lich-dao-khi-nha-trang-5.jpg,12.359675,109.21291
868,Khu du lịch Vàm Sát,マングローブの風景、川、鳥や希少動物が生息する有名な生態観光地で、生態探訪に適しています。,観光地,カンジオ県,ヴァムサット公園、リーニョン区、カンジオ県、ホーチミン市,自然、マングローブ、生態,7:30 - 17:00,"70,000 - 100,000 VNĐ",4.4,http://reviewvilla.vn/wp-content/uploads/2022/06/Rung-ngap-man-Can-Gio-8.jpg,10.4896141,106.7956002
869,Cafe Thủy Trúc 1982,リラックスした雰囲気の中で自然を楽しみ、気軽に会話を楽しむことができるカフェです。,カフェ,ニャーベー県,2番通り、フースアン住宅地、ニャーベー県、ホーチミン市,リラクゼーション、自然、会話,6:15 - 21:00,"20,000 - 55,000 VNĐ",4.1,https://cdn.tgdd.vn/Files/2023/03/03/1514446/tong-hop-10-dia-diem-vui-choi-tai-nha-be-nen-ghe-202303030837358919.jpg,10.8103601,106.7089454
870,Cà phê Phi Long,ニャーベーでトップクラスのカフェで、さまざまなドリンクを提供するだけでなく、ユニークなコーヒー展示場としても機能し、訪れて体験したり、持ち帰って楽しむことができます。,カフェ,ニャーベー県,1967 フインタンファット通り、ニャーベー、ホーチミン市,リラクゼーション、会話,6:00 - 20:00,"15,000 - 130,000 VNĐ",4.2,https://down-vn.img.susercontent.com/file/59c269432faeb9c8433682b8ce4b1a1f,10.744099,106.7296086
871,Hội Quán Thanh Niên,広々とした開放的な空間で、多様なドリンクを手頃な価格で提供し、ニャーベー地域の若者や住民がリラックスしたり仕事をするために集まる人気のスポットです。,カフェ,ニャーベー県,1979番地 フインタンファット通り、ニャーベータウン、ニャーベー県、ホーチミン市,リラクゼーション、ドリンク、穏やか,24時間,"15,000 - 30,000 VNĐ",4.3,http://congan.hungyen.gov.vn/uploads/images/5f4231b32dee9ab0c3ff.jpg,10.8443057,106.7793481
872,Bến Xưa Cafe - The Old Dock Coffee & Tea,クラシックで田舎風の庭園カフェで、ドリンクを楽しんだり、写真を撮ったり、リラックスしたり、読書をするのに理想的な場所です。,カフェ,ニャーベー県,12番通り、ヴァンフンプー、フースアン住宅地、ニャーベー県、ホーチミン市,リラクゼーション、ドリンク、穏やか,6:00 - 21:00,"15,000 - 30,000 VNĐ",4.4,https://th.bing.com/th/id/OIP.ySEDSE5O52wbDgdnWO-EQQHaEK?w=328&h=184&c=7&r=0&o=7&dpr=1.3&pid=1.7&rm=3,10.8296246,106.6926802
873,The Mushroom House,フインタンファット通りに位置するカフェで、多様なドリンクや美味しい料理を提供し、広々とした開放的な空間が若者に人気です。,ドリンク、スナック,ニャーベー県,1778 5区 フインタンファット通り、フースアン、ニャーベー県、ホーチミン市,リラクゼーション、ドリンク、会話,7:00 - 21:00,"15,000 - 90,000 VNĐ",4.3,https://i.pinimg.com/originals/3f/66/7b/3f667b12290ac918ffb9a89c05ab138c.jpg,10.6979004,106.7389363
874,Bún bò Huế O Diện,美味しいフエ牛肉麺で有名な店で、濃厚な風味が特徴で、ニャーベーを訪れるグルメ愛好者を魅了します。,グルメ,ニャーベー県,1778 5区 フインタンファット通り、フースアン、ニャーベー県、ホーチミン市,飲食,7:00 - 21:00,"15,000 - 90,000 VNĐ",4.3,https://media.diadiem247.com/uploads/w900/2019/01/28/5c4f136ee0874bun-bo-hue-o-dien-le-van-luong-636477574249096748.jpg,10.8434352,106.7888933
875,Cơm tấm đêm Ba Trang,魅力的なコンチャム（ブロークンライス）に、多様な肉やピクルスが付いており、すべての客を満足させる夜の食事スポットです。,グルメ,ニャーベー県,1524 フインタンファット通り、ニャーベータウン、ニャーベー県、ホーチミン市,コンチャム、ディナー、夜の店,17:00 - 23:30,"35,000 - 60,000 VNĐ",4.3,https://toplist.vn/images/800px/com-tam-dem-ba-trang-1155804.jpg,10.6456019,106.7316815
876,Chùa Pháp Bửu,都市の喧騒から離れた穏やかな雰囲気を提供し、特に仏教徒にとって見逃せない神聖な寺院です。,寺、スピリチュアル,ホックモン県,1 ブイコントルン通り、ドンタン、ホックモン県、ホーチミン市,スピリチュアル,24時間,無料,4.6,https://cdn.xanhsm.com/2024/11/b0e5f084-chua-phap-buu-4.jpg,10.9091689,106.6465447
877,Khu du lịch Villa H2O,生態観光とリゾート観光を組み合わせ、快適で新鮮な体験を提供します。涼しく新鮮な空気の中で、日常の悩みを忘れ、家族や友達と楽しいアクティビティに参加できます。,リゾート、生態,ホックモン県,4C ダンタックヴィン通り、3区、ホックモン県、ホーチミン市,リラクゼーション、リゾート,8:00 - 21:00,"350,000 - 1,200,000 VNĐ/部屋",3.9,https://cdn.vntrip.vn/cam-nang/wp-content/uploads/2017/10/thuong-thuc-am-nhac-nam-bo-tai-khu-cafe-san-vuon.png,10.9175079,106.6521915
878,Khu di tích Ngã Ba Giồng,探索と歴史学習に理想的な場所で、親切なスタッフが興味深い見どころを案内します。国家レベルの歴史遺跡であり、文化的・歴史的に重要な意味を持っています。,遺跡、歴史,ホックモン県,1 ファンヴァンホン通り、スアントイトゥオン、ホックモン県、ホーチミン市,歴史,7:30 - 17:00,無料,4.6,https://ongvove.com/uploads/0005/5428/2024/12/23/toan-canh-ve-cong-trinh-di-tich-nga-ba-giong-ongvove.jpg,10.868225,106.5585429
879,Công Viên Cá Koi RinRin Park,日本のような空間で、美しく珍しいコイを鑑賞できます。郊外に位置するため涼しく、家族で週末に気軽に訪れるのに最適です。,公園,ホックモン県,87/8P スアントイトゥオン、6区 スアントイドン、ホックモン県、ホーチミン市,コイ、家族,7:00 - 19:00,"大人約70,000 VNĐ、子供約40,000 VNĐ",4,https://sanvuontieucanh.vn/wp-content/uploads/2022/03/Cong-vien-ca-koi-rin-rin-park-4.jpg,10.8593518,106.5851098
880,Cánh đồng hoa Nhị Bình,写真撮影愛好者に最適な場所で、多様な花と青い空が織りなす壮大で魅惑的な風景が特徴です。訪れるとテト（旧正月）の雰囲気が感じられます。,自然,ホックモン県,ボーバオ川、ニービン、ホックモン県、ホーチミン市,花畑,7:30 - 18:30,"約100,000 VNĐ/人",4.2,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/11_2021/canh-dong-hoa-nhi-binh-hoc-mon-tsm.jpg,10.9201219,106.6830688
881,Di Tích Dinh Quận Hóc Môn (Bảo Tàng Huyện Hóc Môn),国家の多くの歴史的価値を保持する場所で、特に歴史的な遺物を見学し学ぶための課外活動を企画するクラスに適しています。,遺跡、歴史,ホックモン県,1 リーナムデ、タンスアン、ホックモン県、ホーチミン市,遺跡、骨董品,7:00 - 19:00,無料,4.5,https://goland24h.com/wp-content/uploads/2024/03/di-tich-dinh-quan-hoc-mon.jpg,10.8891573,106.5951837
882,Chùa Vĩnh Phước,尼僧が住む寺院で、チュオンチン通りに位置し、訪れやすい場所です。静かで温かみのある空間で、緑の木々と鳥のさえずりに囲まれ、仏教の神聖な雰囲気に浸れます。,寺,ホックモン県,28/10A KP.3、チュオンチン、タントイニャット、12区、ホーチミン市,参拝、スピリチュアル,4:00 - 14:30,無料,4.4,https://nld.mediacdn.vn/2021/2/26/20210226102610-16143207084991588192647.jpg,10.8319879,106.6215814
883,18 Thôn Vườn Trầu,ホックモン県の住民にとって馴染み深い場所で、緑豊かなヤシの木と静かな環境が日常の喧騒から解放してくれます。郊外に位置するため新鮮な空気が楽しめ、週末のリゾートに最適です。,自然,ホックモン県,85/1B タイラン、バーディエム、ホックモン県、ホーチミン市,穏やか、リゾート,7:00 - 22:00,無料,4.2,http://media.dulich24.com.vn/diemden/muoi-tam-thon-vuon-trau-7139/muoi-tam-thon-vuon-trau-1.jpg,10.8855676,106.6016176
884,Chùa Hoằng Pháp,ベトナム最大の仏教文化センターであり、仏教学習の中心地です。学生、老人、子供向けの瞑想コースが定期的に開催されます。広大な建築には三門、庭園、本堂、ニンギエム塔、無憂樹の下での祈祷場が含まれます。,寺,ホックモン県,96 3区 タンヒエップ、ホックモン県、ホーチミン市,穏やか、スピリチュアル、参拝,5:00 - 20:30,無料,4.7,https://cdn.vntrip.vn/cam-nang/wp-content/uploads/2017/09/khong-gian-trong-lanh.jpg,10.9002821,106.5818117
885,Khu Vui Chơi Du Lịch Sinh Thái Sunshine Hóc Môn,農場見学、ジップライン、クラウドハンティングブリッジ、城、愛の橋、電車、戦車、ウーコ村、猿橋、井戸、粉挽き、カヌー、アヒル追い、動物園、魚釣り、雨浴びなどがあります。ガイドが世界の美しい景観を3D絵画で紹介します。,遊び場,ホックモン県,トイタムトン、ホックモン県、ホーチミン市,,7:00 - 21:00,"約200,000 VNĐ",4.6,https://static.hotdeal.vn/images/1658/1657868/60x60/363162-khu-vui-choi-du-lich-sinh-thai-sunshine-hoc-mon-ve-vui-choi-tha-ga-cho-nguoi-lon-em-be-gia-cuc-da-37-tro-choi-doc-la-ba-me-thu-gian-be-choi-ca-ngay-hoc-nhieu-dieu-hay.jpg,10.8832123,106.6039631
886,Địa đạo Củ Chi,観光地であるだけでなく、独立を守るための我々の民族のユニークな軍事芸術の驚異を表しています。クチトンネルはフランスやアメリカ帝国主義に対抗して構築された独特な建築を持ち、民族の不屈の闘争精神を象徴しています。,遺跡、歴史,クチ県,15号県道、フーヒエップ、クチ県、ホーチミン市,歴史,7:00 - 17:00,"18,000 - 35,000 VNĐ",4.5,https://imagevietnam.vnanet.vn/Upload/2021/4/13/13042021095552107-Cu-Chi_3_resize.jpg,11.141591,106.4615963
887,Đền tưởng niệm Bến Dược,7ヘクタールの広大な敷地に建てられた記念寺院で、調和のとれた開放的な建築と、円柱や陰陽瓦を用いたベトナムの民族的アイデンティティを反映した繊細で穏やかなデザインが特徴です。,歴史、戦争,クチ県,6号、フーミーフン、クチ県、ホーチミン市,記念、遺跡,7:00 - 17:00,"約20,000 VNĐ",4.5,https://mytourcdn.com/upload_images/Image/Ninh/list+5/68+Đền+tưởng+niệm+liệt+sĩ+Bến+Dược+-+Củ+Chi/93772008.jpg,11.1463889,106.4594444
888,Nông trại JOY (Nông trại Hoa Lúa),花と稲の農場とも呼ばれ、メコンデルタの田園風景をテーマにした遊び場で、若者やチームビルディングを企画する企業に人気です。ブドウ、オレンジ、マンゴー、バナナ、ヘチマなどの果物や花畑、稲田がベトナムの田舎を彷彿とさせます。,遊び場、自然、田舎,クチ県,16 775号通り、アンフー、クチ県、ホーチミン市,遊び場、子供,8:00 - 23:00,"約250,000 VNĐ",4,https://th.bing.com/th/id/OIP.l0GBEZS-47FI9NJZ0Zn4WAHaFj?w=212&h=180&c=7&r=0&o=7&dpr=1.3&pid=1.7&rm=3,11.1084397,106.5185703
889,Khu du lịch Một thoáng Việt Nam,22.5ヘクタールの敷地に建てられ、ベトナムの伝統文化を保存・発展させることを目的とした観光地で、伝統的な手工芸村の複合体として機能します。,観光地,クチ県,109 グエンティスア通り、フービン区、クチ県、ホーチミン市,手工芸村、伝統,24時間,"約250,000 VNĐ",4,https://th.bing.com/th/id/OIP.JojTVZD8pKi_OPdhxjb6VgHaE8?w=262&h=180&c=7&r=0&o=7&dpr=1.3&pid=1.7&rm=3,11.1302805,106.5028338
890,Chùa Liên Trì Củ Chi,シンプルで素朴な建築と、風光明媚で涼しい景観が特徴です。クチを一周した後に訪れ、線香をあげて平和な生活を祈る観光客が多いです。,寺,クチ県,チョー区、タンフーチュン、クチ県、ホーチミン市,スピリチュアル、参拝,6:00 - 21:00,無料,4.5,https://th.bing.com/th/id/OIP.QRb6HSjlkpC9VedlH6S9LQHaFj?w=162&h=104&c=7&bgcl=425942&r=0&o=6&dpr=1.3&pid=13.1,10.9395115,106.5499625
891,Du lịch Green Noen,見学だけでなく、キノコの栽培・収穫、牛の乳搾り、羊や牛への餌やりなどのアクティビティに参加できます。,観光地,クチ県,16/18 グエンティラン、アンニョンタイ、クチ県、ホーチミン市,,8:00 - 23:00,"約50,000 VNĐ/人",3.8,https://th.bing.com/th/id/OIP.O7GbmgRmkir7NUY_r8nYGwHaEO?w=374&h=180&c=7&r=0&o=7&dpr=1.3&pid=1.7&rm=3,11.062424,106.4883342
892,Công viên nước An Nhơn Tây,クチ観光で人気のスポットで、家族と一緒に軽いものからスリリングなものまでさまざまなウォーターアクティビティやゲームを楽しめます。,公園,クチ県,986 7号県道、アンニョンタイ、クチ県、ホーチミン市,,7:00 - 17:00,無料,4.7,https://th.bing.com/th/id/OIP.X0bPCFXyvEf-coJNk-24MAHaFj?r=0&rs=1&pid=ImgDetMain&cb=idpwebp2&o=7&rm=3,11.0643234,106.4842494
